	DCZTrt_A_1	DCZTrt_A_2	DCZTrt_A_3	DCZctrl_A_1	DCZctrl_A_2	DCZctrl_A_3	DCZctrl_A_4	DCZTrt_N_1	DCZTrt_N_2	DCZTrt_N_3	DCZctrl_N_1	DCZctrl_N_2	DCZctrl_N_3	Ctrl_A_1	Ctrl_A_2	Ctrl_A_3	Ctrl_N_1	Ctrl_N_2	Ctrl_N_3
ENSMUSG00000047945	30	0	4	20	12	3	1	7	2	0	3	7	4	21	0	3	5	0	0
ENSMUSG00000047953	0	0	1	0	2	1	3	2	0	0	4	0	4	0	3	4	1	1	1
ENSMUSG00000047959	2.316	17.397	5.882	9.049	1.164	5.498	10.534	22.195	2.205	8.34	6.842	17.602	31.283	4	6.85	7.28	7.907	61.85	25.399
ENSMUSG00000047960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047963	0	0	2	0	5	1	1	3	2	7	0	0	0	0	0	0	3	0	0
ENSMUSG00000047965	0	0	1.095	0	0	0	0	0	0	0	0	0	2.243	0	0	0	0	0	0
ENSMUSG00000047969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047976	490.999	415	875	1308.668	1706	692	247	1191	322	765.816	957.493	890	427	772.787	421	826.001	454.357	338	617.62
ENSMUSG00000047977	0	0	0	0	4	17	3	0	0	13	7.873	12	0	2	0	0	6	1	5
ENSMUSG00000047980	0	0	1	1	0	3	0	0	0	2	4	1	3	0	2	1	1	0	1
ENSMUSG00000047986	0	8	8	4	2	11	1	5	1	5	1	7	2	5	5	10	5	3	16
ENSMUSG00000047988	75	66	53	171.414	137.001	41	16	17	16	32.467	39	36	51.563	118	21	49	11	28	46
ENSMUSG00000047989	15.281	5	20	61.335	70	22	15	46	3	16	25	22	14.349	49	2	27	21	10	12
ENSMUSG00000047990	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	1	0	0	0
ENSMUSG00000047992	22	3	7	38.425	55	5	3	0	0	1	3	1	0	70	0	9	1	0	1
ENSMUSG00000047995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000047996	105	33	56	192	196	51	11	83.006	29	69	49	43	7	134.057	43	53	27	12	31
ENSMUSG00000048000	532.183	720.139	936.04	686.698	824.933	685.647	271.998	969.192	538	743.173	832.314	746.157	720.567	654.63	451.171	774.007	439.471	413.261	680.677
ENSMUSG00000048001	34	0	0	36	62	2	2	5	1	2	1	5	2	64	0	5	1	7	2
ENSMUSG00000048003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000048004	56	59	106	78	81	74	18	221	29	72	144.001	128.001	32	104.05	61	109	93	6	47
ENSMUSG00000048007	12	0	14	4.599	25	16	4	28	0	5	8	12	34	28	3	4.778	15	19	22
ENSMUSG00000048012	7	5	10	8	0	1	4	7	6	7	7	5	21	15	1	13	4	10	6
ENSMUSG00000048013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048015	0	14	10	0	0	12	1	13	16	6	12	8	7	1	3	16	1	6	10
ENSMUSG00000048022	484.472	70	113	403	811	44	23	66	18	63	48	41	42	567	16	82	30	20	45
ENSMUSG00000048027	108	176	188	159	224	171	57.092	247	76	166	181	170	266	165	97	180	89	281	235.131
ENSMUSG00000048029	4	26.021	20	20	10	13	3.026	12.025	12	15.005	19	39	27.016	15	13	25.143	17.055	7	14.26
ENSMUSG00000048031	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048038	18	27	19	38	109	15	6	32	1	9	14	7	0	33	13	3	23	1	1
ENSMUSG00000048039	20	15	39	37	73	32	18	58	36	46	41	42	150	58	30	35	32	115	59
ENSMUSG00000048040	39.194	18.956	20.753	37.612	54.066	14	0	48.343	5	24.135	34.819	30.245	11.642	37.608	2	27	22	3	7.688
ENSMUSG00000048047	68.83	28	71	114	141	35	6	125	28.199	58.863	65.328	72.45	212.913	91.001	21	66.834	53.023	171.547	94
ENSMUSG00000048058	105	23	89	155	155	83	23	56.279	29	43	53	54	34	123.309	12	57	30	21	38
ENSMUSG00000048062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048065	15	0	0	12	15	2	1	1	1	0	3	0	4	16	1	1	0	1	0
ENSMUSG00000048067	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0
ENSMUSG00000048070	0	0	0	0	2	0	0	1	0	1	0	0	0	1	0	0	0	0	0
ENSMUSG00000048076	245	121	206	334	418	113	36	418	104	191.379	262	253.595	329	273.594	46	135	167	246	166
ENSMUSG00000048077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000048078	158.001	1358.333	1102.362	471.999	488.469	1078.324	431.001	1404.321	797.102	903.999	1017	1115.999	1116.001	198.999	670	1062.001	758.431	976.569	1019.196
ENSMUSG00000048080	0	10.791	1	0	4	3.235	2.239	3.195	0	3	1.08	3.198	1	1.393	3.27	2.144	2	0	0
ENSMUSG00000048087	0	3	0	0	0	0	0	0	0	0	0	0	1.656	13.197	0	0	0	0	4.764
ENSMUSG00000048096	6	4	3	5	7	7	6	2	0	3	3	3	6	5	0	3	0	3	0
ENSMUSG00000048100	32	18	36	35	73	23	13	50	16	18	33	33	62.519	24	32	27	20	51	33
ENSMUSG00000048101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000048106	4.102	22.872	0	0	5.617	4.394	0	0	0	7.251	0	0	0	13.757	1.706	0	0	0	0
ENSMUSG00000048108	144.865	256.088	365.73	341.384	345.169	308.074	120.134	366.246	166.214	271.316	353.968	327.827	333.531	253.58	200.469	358.13	203.84	305.828	315.744
ENSMUSG00000048109	172	97	177	242	315	194	61	236	99	181	271	228	229	215.365	99	186	144	192	170
ENSMUSG00000048118	269.18	187.001	377	415	415.759	289	119	347.616	169	289	309	265.822	323	321	190	335	169	293.001	220
ENSMUSG00000048120	139	29	103.001	143	88	80	24	20	10	19	15	9	7	101	20	32	9	4	22
ENSMUSG00000048126	5	15	24	30	53	3	7	6	0	3	1	0	0	38	6	6	2	0	1
ENSMUSG00000048138	0	13	0	1	0	1	7	0	1	0	3	4	0	0	0	0	3	0	1
ENSMUSG00000048142	206.409	471.213	464	428.463	515	342	104	600	339.417	334	392.568	405	162	247	228	408.006	260	139	238
ENSMUSG00000048148	2476.049	203.194	292.001	2573.999	2122.302	259	136.001	111.001	68	151	75	69.999	77	2339.576	229	301.001	45	45	67
ENSMUSG00000048153	0	0	0	0	1	3	0	3	8	2	3	2	22	0	13	0	0	26	9
ENSMUSG00000048154	1901.678	2267.009	2230.001	2517.802	2640.999	1891.692	904	1673	1592.999	1558	1330	1637	2495.207	1837.123	1560.769	1759.999	1022.357	2526.76	2081.863
ENSMUSG00000048155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048163	110	84	94	144	138	16	14	2	0	18	0	2	7	59	3	32	0	6	13
ENSMUSG00000048164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048170	256.192	99.999	191	289.999	335.999	160	84	257	118.999	207	159	164	258	235	75	194.639	119	192.001	172.999
ENSMUSG00000048173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048174	11	0	19	17	14	14	1	11	5	9	2	13	5	17	0	3	4	9	14
ENSMUSG00000048175	38	19	47	105	67	55	21	87	31	32	72	67	36	77	40	21	40	29	25
ENSMUSG00000048185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048186	38	22	6	19.001	23	10	1	6	3	4	10	5	0	31.999	29	13	7	0	1
ENSMUSG00000048188	0	0	0	0	0	0	0	0	0	0	0	0	0	1.343	0	0	0	0	0
ENSMUSG00000048197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048200	0	8	2	2	7.644	0	0	0	1	0	0	0	0	0	0	4	0	3	0
ENSMUSG00000048206	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ENSMUSG00000048215	2	7	7	0	1	4	7	8	0	5	8	12	2	0	25	3	6	1	1
ENSMUSG00000048216	19.561	21.207	45	36	54	54	13	118.597	23	78	107	87	65	38	29	94.017	58	45	81
ENSMUSG00000048217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048218	12	7.061	9	19	33	9	9	17	0	2	10	12	2	22	1	14	5	0	1
ENSMUSG00000048222	143.397	4.526	124.014	178.421	259.343	45.383	19.106	157.759	29.459	123.614	105.669	122.197	206.093	181.034	42.637	49.421	61.101	131.182	109.466
ENSMUSG00000048226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048230	2	30	2	0	3	0	0	4	0	3	0	9	1	6	0	3	1	1	0
ENSMUSG00000048231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048232	41	42	67	106.057	92	33	27	58	16	35	44	50	34	62	30	50	34	31	32
ENSMUSG00000048234	40.086	24.684	67.191	47.063	63.924	37.001	16.394	67.11	16.874	65.199	62.063	57.365	48.24	22.141	32.103	54.474	51.518	26.263	54.068
ENSMUSG00000048236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048240	64	95	121.999	207	231	56	35	76	9	53	23	40	14	212	63	39	42	6	15
ENSMUSG00000048249	493.001	349	544.001	638.999	800.592	439	206.001	740	282	441.999	570.969	550	925.001	679	300.001	524	302	680	566.56
ENSMUSG00000048251	29	109	153.02	46	62	90	29	120	29	82	80	69	33	51	32	112	44	17	45
ENSMUSG00000048261	0	0	0	0	7.765	0	0	0	0	1.904	0	0	0	0	0	0	0	0	0
ENSMUSG00000048264	218.001	209	452	453.327	497	290.999	129	689.999	156	347	452	468	345.174	354.001	230.747	447.089	275.02	286	447.765
ENSMUSG00000048271	664.013	1087	1424	934.746	1095.603	1046	471.652	1429	1155.551	1207.095	1299.326	1206	2295.636	802	780	1234	685.999	1837.002	1600.27
ENSMUSG00000048277	64.001	4	4	44	55	4	3	2	1	3	1	1	0	28	4	8	1	0	0
ENSMUSG00000048279	625.621	1320.999	1958.997	1632.999	1466.624	1903.999	547.999	3312	1089	1818.001	3285.001	2867.003	2455	810	1260.601	2279.509	1355.61	1951.406	2455.839
ENSMUSG00000048280	407.834	379.112	681.307	561.185	621.604	581.999	213.866	982.539	230.957	617.206	710.577	722.544	686.03	439.642	381.512	630.967	426.391	440.552	633.934
ENSMUSG00000048281	0	0	0	6	0	0	0	3	0	2	3	2	1	1	0	3	1	0	4
ENSMUSG00000048284	0	0	0	1	6	0	0	0	0	0	2	3	1	0	0	0	0	4	0
ENSMUSG00000048285	94	244	273.414	159.916	137	207	121.813	380.713	258.894	308.872	277	344.878	929.853	154.443	129.619	319.538	225.843	837.195	601.652
ENSMUSG00000048292	11	6	13	11	8	10.97	6	18.872	19	17.544	22	22.261	27.834	9	22	36.953	15	12	7
ENSMUSG00000048294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048299	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048304	159.107	267	421	328	370	318	159	529.683	197	360	507	469	280	302	146	404	227	232	350
ENSMUSG00000048307	105	60	89.999	146	176	99	23	195	72	107	97	140	94	187	71	103	86	52	61
ENSMUSG00000048310	59	39	40	81	78	55	9	52.034	38	39	44.009	43	48	83	36	49	22	52	38
ENSMUSG00000048312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048327	18	0	0	14	8	2	0	3	4	2	6	0	5	17	0	16	3	1.202	1
ENSMUSG00000048329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048330	298.387	304.575	381.216	457.58	471.974	261.033	103.326	640.828	146.28	372.742	619.429	501.824	470.463	365.485	158.375	440.149	254.093	365.124	383.885
ENSMUSG00000048332	25.877	64	60.62	44	69.927	58	7	53	42	37	64.738	71	24	30	46	101	15	17	44
ENSMUSG00000048334	0	0	1.043	0	3.242	1.051	0	0	2.111	0	1.048	2.094	0	0	0	1.034	1.055	1.02	2.161
ENSMUSG00000048337	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
ENSMUSG00000048347	29	37	90	128	113.194	96	24	121	37	98	164	109	82	74	40	104	66	61	117
ENSMUSG00000048349	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
ENSMUSG00000048351	24	23	57	48	38	22	10	63	24	38	41	33	54	48	23	45	31	52	28
ENSMUSG00000048355	7.806	4.044	9.247	9.388	11.935	0	0	7.657	0	6.865	9.181	10.755	7.358	8.392	2	1	0	0	1.312
ENSMUSG00000048356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048368	4.243	3.039	9	5.363	9.604	0	2	6	1.052	2.184	2.21	4.297	0	7.105	3	3.369	0	7.55	6.398
ENSMUSG00000048371	22	3	18	98	100	9	11	22	3	14	31	35	11	62.007	1	26	12	4	8
ENSMUSG00000048373	2	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	6
ENSMUSG00000048376	41	0	14	48	39	3	6	14	0	3	7	7	4	73	0	6	8	1	2
ENSMUSG00000048377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048379	164	106	130	151	118	84	31	134	93	108.174	99	76	361	140	71	99	43	294	215
ENSMUSG00000048385	40	122.189	81	156	128	99	40	103	57	57	72	62	56	63	63	68.003	43	46	78
ENSMUSG00000048387	17	4	11	10	11	8	0	5	0	5	2	4	1	14	5	0	0	0	1
ENSMUSG00000048388	894.439	549.002	1084.936	1239	1504.608	650	180	1547.558	235	729.692	1168	1152	455	1197	350	820.946	675.599	204	586.449
ENSMUSG00000048391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048398	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0
ENSMUSG00000048399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000048400	0	0	3	0	3	1	0	5	3	2	2	5	4	0	0	3	1	5	4
ENSMUSG00000048402	192.001	7	13	142	83	16	12	0	2	3	0	1	0	146	20	15	0	0	8
ENSMUSG00000048410	452	820.001	607	536	645	635	269	765	408	635	681.001	588.001	1010	509.001	527	672	396.174	861.445	723
ENSMUSG00000048411	0	0	0	1	13	0	0	0	0	2	0	0	0	4	0	0	0	0	0
ENSMUSG00000048416	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1
ENSMUSG00000048424	212	4	43	189	219.53	27.999	9	20	11	15	16	10	12	198	17	45	2	13	7
ENSMUSG00000048425	0	0	0	0	0	5	0	0	1	4	0	2	1	0	0	0	0	0	0
ENSMUSG00000048429	16	28	42	83	91	20	9	66	32	55	64	74	159	50	28	50	24	135	99
ENSMUSG00000048439	63	74	82	184	106	74	25	95	25	60	97	96	174.999	92	44	82	56	147	110
ENSMUSG00000048440	27	5	19	30	45	5	3	13	6	15	18	6	10	52	3	9	9	15	7
ENSMUSG00000048442	2	1	2	9	7	1	0	0	1	1	0	0	0	0	1	0	1	3	1
ENSMUSG00000048445	41	103	97	78	58	54	47	103	57	90	111	82	89	41	29	106.081	62.004	96	125
ENSMUSG00000048450	1	0	0	5	1	0	0	0	0	0	0	0	0	10	0	3	0	0	0
ENSMUSG00000048455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000048458	168	197	342	195	267	224	88	395	290	305.551	303	370	661	260	157	293.68	181	601	426
ENSMUSG00000048469	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048473	0	0	2	0	0	0	0	2	0	0	1	1	13	0	0	0	0	3	3
ENSMUSG00000048478	19	8	36	18.999	16	20	5	47.001	17	24	30	26	28	17	18	22	28	19	16
ENSMUSG00000048480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048481	8	13.504	18.724	7.38	27.201	7	3.948	15	26	15.183	14	9	16.134	22.282	0	34.211	12	6.06	5
ENSMUSG00000048482	5	47	78.999	17	38	76	21	111	21	62	48.999	62	263.666	22	8	23.001	44	117.241	85.536
ENSMUSG00000048483	66	152	116	127	87	127	43	166	46	142	148	115	141	56	85	127	93	80.224	155
ENSMUSG00000048484	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	3	3
ENSMUSG00000048485	17	24	31.057	27	22	14	11	23	3	15	28	35	5	9	3	16	23	1	9
ENSMUSG00000048486	25	32	45	43	77	21	14	40	31	43	54	62	125	55	9	31	24	105	73
ENSMUSG00000048489	4	2	1	2	0	2	0	3	1	1	0	0	0	2	0	2	0	0	0
ENSMUSG00000048490	316	128.001	301.999	393	677.999	183.001	77	411.24	215	278	285	360	617.322	370	203.999	263	175.999	691.001	397.999
ENSMUSG00000048495	118	37	105	87.395	91.001	73	22	118.016	28.759	88.088	103.112	83.783	107.999	105.436	27.305	97	40.999	72.095	117.384
ENSMUSG00000048497	18	11	8	41	47	15	5	20	1	11	12	14	19	47	2	10	10	4	6
ENSMUSG00000048498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048500	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048502	35	0	6	40	49	9	0	5	0	0	6	3	1	35	0	8	0	0	4
ENSMUSG00000048503	96	75	89	82	72.675	76	36	125	26	79	86.731	75	61	91	49	120	62	44	61
ENSMUSG00000048516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048520	0	10	9	4	1	1	0	7	1	4	9	2	9	3	0	1	8	5	1
ENSMUSG00000048521	37	22	16	47	56	9	3	14	2	11	5	16	7	38	19	10	7	3	9
ENSMUSG00000048528	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	1	0
ENSMUSG00000048534	21	0	0	1	0	0	0	1	0	2	0	0	2.701	2	0	1	0	1	4
ENSMUSG00000048537	736.001	159.001	230.034	865.475	1261.001	103	73.999	50	13	86	29.001	45	25	1138.912	55	122	31	18	51
ENSMUSG00000048538	0	0	2.771	8.837	0	2	0	1	0	0	1	1.189	2	0	0	0	0	1.299	3.152
ENSMUSG00000048540	0	0	0	0	0	0	0	2	0	1	0	0	2	1	0	0	0	0	0
ENSMUSG00000048546	136	14	72	127	191	47	3	60	23	38	43	49	63	113	33	31	27	90	63
ENSMUSG00000048550	101	80	200	144	133	154.589	63	205	92	183	153	163	196	109	130	190	105	151	190
ENSMUSG00000048559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048562	0	0	0	2	0	0	0	5	0	0	2	1	0	7	1	4	2	0	1
ENSMUSG00000048572	9	1	3	23	6	5	3	2	0	3	0	0	0	38	0	7	0	6	0
ENSMUSG00000048573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048578	147	156	219.084	250	248	159	59	222	195.509	171	158	145	436	208	120	186	137	462.001	274
ENSMUSG00000048581	13	4	47	34	53	27	11	53	8	31	38	41	9	25	15	19	30	9	9
ENSMUSG00000048582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048583	193.88	18	39	117	153	38	28	1	4	5	0	0	14	111.999	22	26.001	0	5	0
ENSMUSG00000048592	0	0	0	0	2	0	0	0	0	0	0	0	2.889	0	0	0	0	0	0
ENSMUSG00000048600	5.148	0	0	0	1.659	0	0	0	0	0	0	0	0	0	0	0	0	0	2.848
ENSMUSG00000048602	15	363.478	386.25	112	75	419.001	169	465.005	120	350	299	349	462	19	210	465.46	224.999	455.999	423
ENSMUSG00000048603	40.622	127.114	155.48	132.548	112.177	187.11	97.616	156.444	47.265	114.989	83.537	116.046	164.754	98.344	142.864	208.105	77.814	105.518	92.806
ENSMUSG00000048612	54	2	13	55	25	10	3	19.999	5	11	12	15	2	32	16	6	9	0	1
ENSMUSG00000048616	2	0	1	12	4	2	0	0	5	1	6	5	0	2	0	2	2	0	3
ENSMUSG00000048617	1	12	13	13	5	6	6	6	11	6	16	10	15	5	12	6	2	22	11
ENSMUSG00000048620	3	9	6	4	2	7	2	11	8	9	12	6	11	5	8	10	4	3.002	8
ENSMUSG00000048621	3	0	0	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000048626	0	0	0	0	0	0	0	1.084	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048628	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0
ENSMUSG00000048636	20.239	13	7	13.735	31	8.418	19.568	1	1	6	1	3	0	32.018	0	11	0	0	0
ENSMUSG00000048643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048644	63	104	119	60	143	68	21	126	55	67	60	78	52	64	40	77	78	42	44
ENSMUSG00000048647	24	0	0	26	17	14	1	5	2	3	3	4	3	18	1	9	3	7	2
ENSMUSG00000048652	0	0	1	2	0	0	0	1	0	0	2	1	0	0	0	0	0	1	0
ENSMUSG00000048655	9	0	13	9	6	3	1	4	0	9	2	8	7	6	12.153	1	3	2	3
ENSMUSG00000048661	50.123	66	95	130	132	116	23	166	65	110	114	113	233.179	102.245	34	89	97	143	140
ENSMUSG00000048668	27.661	10	38.421	46.797	53	17	4	50.255	17	32.762	36.144	42	17	38.001	19	28	16	8	26
ENSMUSG00000048677	35	31	26.999	38.001	47	13	20	15.001	15.979	23.999	18	15	6	35	14	29.001	14	1	23
ENSMUSG00000048686	0	5	1	0	0	1	0	3	0	4	2	2	0	0	0	1	0	0	1
ENSMUSG00000048693	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000048696	18	1	13	16	15	3	4	13	10	8	11	6	16	19	12	9	7	10	0
ENSMUSG00000048697	0	0	1	0	0	1	1	0	0	1	1	2	3	1	0	0	0	1	0
ENSMUSG00000048699	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048701	109	168	171	202	144	132	61	272	87	130	199	154	341	134	83	168	95	393.001	220
ENSMUSG00000048703	50.159	70.875	82.702	107.215	87.401	116.063	53.315	115.986	45.242	73.656	78	83.169	56.834	89.927	60.971	128.471	50.777	38.557	90.16
ENSMUSG00000048706	18	35	54	44.001	34	22	6	95	15	61	73	62	32	26	12	71	45	30	44
ENSMUSG00000048707	40	0	21	76	83	11	2	8	12	12	6	4	6	70	0	13	3	5	15
ENSMUSG00000048709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048720	75	34	90	127	88	58	35	106	26	67	75	56	36	96	69	78	47	28	29
ENSMUSG00000048721	36	66	141	68	65	164	94	145	94	125.786	130	166	280	58	89	147	79	267	250.025
ENSMUSG00000048728	13	18	33	39	51	18.081	8	45	8	25	49.555	34	13	41	25	37	23	12	8
ENSMUSG00000048731	28.276	50.908	22.256	46.773	61.038	4	4	22.801	28.535	16.313	9.784	14.216	15	64.508	6.405	14.586	3	16.109	17
ENSMUSG00000048732	48	120	114	121	120	66	25	176	85	101	173	155	313	107	34	136	75	380	183
ENSMUSG00000048745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048747	41	0	1	39	34	10	1	1	1	0	2	0	3	48	3	1	0	0	1
ENSMUSG00000048752	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000048755	13	4	18	22	31	11	5	48	11	22	21	25	11	27	15	17	21	4	14
ENSMUSG00000048756	144.001	177	209	321	365	211	76.001	317	270.001	175	191.999	211	1308.014	319	148	181	150	1347.999	493.555
ENSMUSG00000048758	62.646	34.625	36	71.206	83.535	9.361	3.882	66.116	7.508	33.265	36.192	23.976	13.58	54.692	2.97	21.862	17.152	13.496	10.42
ENSMUSG00000048763	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000048764	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0
ENSMUSG00000048766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048772	3	0	2	3	6	6	3	2	0	2	0	1	3	5	2	3	0	0	0
ENSMUSG00000048775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048776	0	0	0	22	11	4	2	5	0	4	2	6	1	2	5	0	1	0	5
ENSMUSG00000048779	36	2	14	47	40	17	5	2	4	5	0	0	3	13	5	10	1	1	4
ENSMUSG00000048782	30	2	11	41	96	1	0	0	0	2	1	1	0	29.999	0	2	1	0	0
ENSMUSG00000048787	83	26	120	114	138	89	17.001	149	53	76	123	95	433	91	80	89.999	63	413	232
ENSMUSG00000048794	19	2	17	42	15	28	24	18	15	18.072	8.001	16.001	34.039	31.999	2	27	12	20	19
ENSMUSG00000048796	42	125.089	138	101	86	99	63	215	66	130.001	137.999	160	119	67.394	61	145	95	114	115
ENSMUSG00000048799	153	86.183	187.139	254	268	170	62	217	111	157.999	203	236	198	215	89.999	177.112	126	170	207
ENSMUSG00000048806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000048807	19	8	6	20	15	10	0	8	20	10	6	3	42	17	2	3	3	36	7
ENSMUSG00000048810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048814	197	292	477	420.137	407	448	102.138	632.254	152.747	376	562.132	563	289.107	342	297	467	398	233	346.001
ENSMUSG00000048824	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000048826	14	21	13	22	10	6	2	23	7	15	15	14	23	9	13	30	12	13	7
ENSMUSG00000048827	10	10	30	12	30.019	61	16	27.031	20	22	48	30	89	11.005	2.001	23	27	98	48
ENSMUSG00000048830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048832	71	24	26	50	75	22	11	36	25	20	27	33	29	49	31	19	16	19	19
ENSMUSG00000048833	173	26	240.001	263.054	305.049	119	45.001	216	76.007	169.999	189	161.999	231	210.496	78	173	111	197	181
ENSMUSG00000048834	132	90.999	331.533	309.001	210	157	64.001	498.922	65	208	356	304.215	125	95	66	243	212	112.001	189
ENSMUSG00000048852	53	0	3.076	4.179	2	3	0	0	0	4	0	0	3.116	2	2	5	0	2	1
ENSMUSG00000048856	13	28	12	10	12	6	1	7	3	3	6	8	11	17	3	5	2	18	0
ENSMUSG00000048865	226.427	24	50	97	84	40	2	1	3	17	7	1	15	45.001	29	9	2	12	8
ENSMUSG00000048874	798.288	789.367	1185.07	1300.539	1464.778	859.701	389.167	1421.059	505.985	980.919	1160.278	1200.979	1436.208	1144.613	473.05	992.202	620.688	914.307	957.856
