gene_name	gene_biotype
ENSG00000125257	ABCC4	protein_coding
ENSG00000125266	EFNB2	protein_coding
ENSG00000125304	TM9SF2	protein_coding
ENSG00000125319	C17orf53	protein_coding
ENSG00000125347	IRF1	protein_coding
ENSG00000125351	UPF3B	protein_coding
ENSG00000125352	RNF113A	protein_coding
ENSG00000125354	SEPT6	protein_coding
ENSG00000125355	TMEM255A	protein_coding
ENSG00000125356	NDUFA1	protein_coding
ENSG00000125375	ATP5S	protein_coding
ENSG00000125378	BMP4	protein_coding
ENSG00000125384	PTGER2	protein_coding
ENSG00000125386	FAM193A	protein_coding
ENSG00000125388	GRK4	protein_coding
ENSG00000125398	SOX9	protein_coding
ENSG00000125409	TEKT3	protein_coding
ENSG00000125430	HS3ST3B1	protein_coding
ENSG00000125434	SLC25A35	protein_coding
ENSG00000125445	MRPS7	protein_coding
ENSG00000125447	GGA3	protein_coding
ENSG00000125449	ARMC7	protein_coding
ENSG00000125450	NUP85	protein_coding
ENSG00000125454	SLC25A19	protein_coding
ENSG00000125457	MIF4GD	protein_coding
ENSG00000125458	NT5C	protein_coding
ENSG00000125459	MSTO1	protein_coding
ENSG00000125462	C1orf61	protein_coding
ENSG00000125482	TTF1	protein_coding
ENSG00000125484	GTF3C4	protein_coding
ENSG00000125485	DDX31	protein_coding
ENSG00000125498	KIR2DL1	protein_coding
ENSG00000125503	PPP1R12C	protein_coding
ENSG00000125505	MBOAT7	protein_coding
ENSG00000125510	OPRL1	protein_coding
ENSG00000125520	SLC2A4RG	protein_coding
ENSG00000125531	FNDC11	protein_coding
ENSG00000125534	PPDPF	protein_coding
ENSG00000125538	IL1B	protein_coding
ENSG00000125551	PLGLB2	protein_coding
ENSG00000125611	CHCHD5	protein_coding
ENSG00000125618	PAX8	protein_coding
ENSG00000125629	INSIG2	protein_coding
ENSG00000125630	POLR1B	protein_coding
ENSG00000125633	CCDC93	protein_coding
ENSG00000125637	PSD4	protein_coding
ENSG00000125648	SLC25A23	protein_coding
ENSG00000125650	PSPN	protein_coding
ENSG00000125651	GTF2F1	protein_coding
ENSG00000125652	ALKBH7	protein_coding
ENSG00000125656	CLPP	protein_coding
ENSG00000125657	TNFSF9	protein_coding
ENSG00000125676	THOC2	protein_coding
ENSG00000125686	MED1	protein_coding
ENSG00000125691	RPL23	protein_coding
ENSG00000125703	ATG4C	protein_coding
ENSG00000125726	CD70	protein_coding
ENSG00000125730	C3	protein_coding
ENSG00000125731	SH2D3A	protein_coding
ENSG00000125733	TRIP10	protein_coding
ENSG00000125734	GPR108	protein_coding
ENSG00000125735	TNFSF14	protein_coding
ENSG00000125740	FOSB	protein_coding
ENSG00000125741	OPA3	protein_coding
ENSG00000125743	SNRPD2	protein_coding
ENSG00000125744	RTN2	protein_coding
ENSG00000125746	EML2	protein_coding
ENSG00000125753	VASP	protein_coding
ENSG00000125755	SYMPK	protein_coding
ENSG00000125772	GPCPD1	protein_coding
ENSG00000125775	SDCBP2	protein_coding
ENSG00000125779	PANK2	protein_coding
ENSG00000125810	CD93	protein_coding
ENSG00000125812	GZF1	protein_coding
ENSG00000125814	NAPB	protein_coding
ENSG00000125817	CENPB	protein_coding
ENSG00000125818	PSMF1	protein_coding
ENSG00000125821	DTD1	protein_coding
ENSG00000125823	CSTL1	protein_coding
ENSG00000125826	RBCK1	protein_coding
ENSG00000125827	TMX4	protein_coding
ENSG00000125834	STK35	protein_coding
ENSG00000125835	SNRPB	protein_coding
ENSG00000125841	NRSN2	protein_coding
ENSG00000125843	AP5S1	protein_coding
ENSG00000125844	RRBP1	protein_coding
ENSG00000125845	BMP2	protein_coding
ENSG00000125846	ZNF133	protein_coding
ENSG00000125848	FLRT3	protein_coding
ENSG00000125863	MKKS	protein_coding
ENSG00000125864	BFSP1	protein_coding
ENSG00000125868	DSTN	protein_coding
ENSG00000125869	LAMP5	protein_coding
ENSG00000125870	SNRPB2	protein_coding
ENSG00000125871	MGME1	protein_coding
ENSG00000125875	TBC1D20	protein_coding
ENSG00000125877	ITPA	protein_coding
ENSG00000125885	MCM8	protein_coding
ENSG00000125895	TMEM74B	protein_coding
ENSG00000125898	FAM110A	protein_coding
ENSG00000125900	SIRPD	protein_coding
ENSG00000125901	MRPS26	protein_coding
ENSG00000125910	S1PR4	protein_coding
ENSG00000125912	NCLN	protein_coding
ENSG00000125944	HNRNPR	protein_coding
ENSG00000125945	ZNF436	protein_coding
ENSG00000125952	MAX	protein_coding
ENSG00000125954	CHURC1-FNTB	protein_coding
ENSG00000125962	ARMCX5	protein_coding
ENSG00000125966	MMP24	protein_coding
ENSG00000125967	NECAB3	protein_coding
ENSG00000125968	ID1	protein_coding
ENSG00000125970	RALY	protein_coding
ENSG00000125971	DYNLRB1	protein_coding
ENSG00000125977	EIF2S2	protein_coding
ENSG00000125991	ERGIC3	protein_coding
ENSG00000125995	ROMO1	protein_coding
ENSG00000125999	BPIFB1	protein_coding
ENSG00000126001	CEP250	protein_coding
ENSG00000126003	PLAGL2	protein_coding
ENSG00000126005	MMP24OS	protein_coding
ENSG00000126010	GRPR	protein_coding
ENSG00000126012	KDM5C	protein_coding
ENSG00000126016	AMOT	protein_coding
ENSG00000126062	TMEM115	protein_coding
ENSG00000126067	PSMB2	protein_coding
ENSG00000126070	AGO3	protein_coding
ENSG00000126088	UROD	protein_coding
ENSG00000126091	ST3GAL3	protein_coding
ENSG00000126106	TMEM53	protein_coding
ENSG00000126107	HECTD3	protein_coding
ENSG00000126214	KLC1	protein_coding
ENSG00000126215	XRCC3	protein_coding
ENSG00000126216	TUBGCP3	protein_coding
ENSG00000126217	MCF2L	protein_coding
ENSG00000126226	PCID2	protein_coding
ENSG00000126243	LRFN3	protein_coding
ENSG00000126246	IGFLR1	protein_coding
ENSG00000126247	CAPNS1	protein_coding
ENSG00000126249	PDCD2L	protein_coding
ENSG00000126254	RBM42	protein_coding
ENSG00000126259	KIRREL2	protein_coding
ENSG00000126261	UBA2	protein_coding
ENSG00000126262	FFAR2	protein_coding
ENSG00000126264	HCST	protein_coding
ENSG00000126267	COX6B1	protein_coding
ENSG00000126351	THRA	protein_coding
ENSG00000126353	CCR7	protein_coding
ENSG00000126368	NR1D1	protein_coding
ENSG00000126391	FRMD8	protein_coding
ENSG00000126432	PRDX5	protein_coding
ENSG00000126453	BCL2L12	protein_coding
ENSG00000126456	IRF3	protein_coding
ENSG00000126457	PRMT1	protein_coding
ENSG00000126458	RRAS	protein_coding
ENSG00000126460	PRRG2	protein_coding
ENSG00000126461	SCAF1	protein_coding
ENSG00000126464	PRR12	protein_coding
ENSG00000126522	ASL	protein_coding
ENSG00000126524	SBDS	protein_coding
ENSG00000126550	HTN1	protein_coding
ENSG00000126561	STAT5A	protein_coding
ENSG00000126562	WNK4	protein_coding
ENSG00000126581	BECN1	protein_coding
ENSG00000126583	PRKCG	protein_coding
ENSG00000126602	TRAP1	protein_coding
ENSG00000126603	GLIS2	protein_coding
ENSG00000126653	NSRP1	protein_coding
ENSG00000126698	DNAJC8	protein_coding
ENSG00000126705	AHDC1	protein_coding
ENSG00000126709	IFI6	protein_coding
ENSG00000126733	DACH2	protein_coding
ENSG00000126746	ZNF384	protein_coding
ENSG00000126749	EMG1	protein_coding
ENSG00000126756	UXT	protein_coding
ENSG00000126759	CFP	protein_coding
ENSG00000126767	ELK1	protein_coding
ENSG00000126768	TIMM17B	protein_coding
ENSG00000126773	PCNX4	protein_coding
ENSG00000126775	ATG14	protein_coding
ENSG00000126777	KTN1	protein_coding
ENSG00000126778	SIX1	protein_coding
ENSG00000126785	RHOJ	protein_coding
ENSG00000126787	DLGAP5	protein_coding
ENSG00000126790	L3HYPDH	protein_coding
ENSG00000126803	HSPA2	protein_coding
ENSG00000126804	ZBTB1	protein_coding
ENSG00000126814	TRMT5	protein_coding
ENSG00000126821	SGPP1	protein_coding
ENSG00000126822	PLEKHG3	protein_coding
ENSG00000126838	PZP	protein_coding
ENSG00000126856	PRDM7	protein_coding
ENSG00000126858	RHOT1	protein_coding
ENSG00000126860	EVI2A	protein_coding
ENSG00000126861	OMG	protein_coding
ENSG00000126870	WDR60	protein_coding
ENSG00000126878	AIF1L	protein_coding
ENSG00000126882	FAM78A	protein_coding
ENSG00000126883	NUP214	protein_coding
ENSG00000126903	SLC10A3	protein_coding
ENSG00000126934	MAP2K2	protein_coding
ENSG00000126945	HNRNPH2	protein_coding
ENSG00000126947	ARMCX1	protein_coding
ENSG00000126953	TIMM8A	protein_coding
ENSG00000126970	ZC4H2	protein_coding
ENSG00000127022	CANX	protein_coding
ENSG00000127054	INTS11	protein_coding
ENSG00000127074	RGS13	protein_coding
ENSG00000127080	IPPK	protein_coding
ENSG00000127081	ZNF484	protein_coding
ENSG00000127084	FGD3	protein_coding
ENSG00000127124	HIVEP3	protein_coding
ENSG00000127125	PPCS	protein_coding
ENSG00000127152	BCL11B	protein_coding
ENSG00000127184	COX7C	protein_coding
ENSG00000127191	TRAF2	protein_coding
ENSG00000127220	ABHD8	protein_coding
ENSG00000127241	MASP1	protein_coding
ENSG00000127249	ATP13A4	protein_coding
ENSG00000127311	HELB	protein_coding
ENSG00000127314	RAP1B	protein_coding
ENSG00000127318	IL22	protein_coding
ENSG00000127328	RAB3IP	protein_coding
ENSG00000127329	PTPRB	protein_coding
ENSG00000127334	DYRK2	protein_coding
ENSG00000127337	YEATS4	protein_coding
ENSG00000127366	TAS2R5	protein_coding
ENSG00000127399	LRRC61	protein_coding
ENSG00000127415	IDUA	protein_coding
ENSG00000127418	FGFRL1	protein_coding
ENSG00000127419	TMEM175	protein_coding
ENSG00000127423	AUNIP	protein_coding
ENSG00000127445	PIN1	protein_coding
ENSG00000127452	FBXL12	protein_coding
ENSG00000127463	EMC1	protein_coding
ENSG00000127481	UBR4	protein_coding
ENSG00000127483	HP1BP3	protein_coding
ENSG00000127507	ADGRE2	protein_coding
ENSG00000127511	SIN3B	protein_coding
ENSG00000127526	SLC35E1	protein_coding
ENSG00000127527	EPS15L1	protein_coding
ENSG00000127528	KLF2	protein_coding
ENSG00000127530	OR7C1	protein_coding
ENSG00000127533	F2RL3	protein_coding
ENSG00000127540	UQCR11	protein_coding
ENSG00000127554	GFER	protein_coding
ENSG00000127561	SYNGR3	protein_coding
ENSG00000127564	PKMYT1	protein_coding
ENSG00000127580	WDR24	protein_coding
ENSG00000127585	FBXL16	protein_coding
ENSG00000127586	CHTF18	protein_coding
ENSG00000127603	MACF1	protein_coding
ENSG00000127616	SMARCA4	protein_coding
ENSG00000127663	KDM4B	protein_coding
ENSG00000127666	TICAM1	protein_coding
ENSG00000127720	METTL25	protein_coding
ENSG00000127774	EMC6	protein_coding
ENSG00000127804	METTL16	protein_coding
ENSG00000127824	TUBA4A	protein_coding
ENSG00000127831	VIL1	protein_coding
ENSG00000127837	AAMP	protein_coding
ENSG00000127838	PNKD	protein_coding
ENSG00000127863	TNFRSF19	protein_coding
ENSG00000127870	RNF6	protein_coding
ENSG00000127884	ECHS1	protein_coding
ENSG00000127903	ZNF835	protein_coding
ENSG00000127914	AKAP9	protein_coding
ENSG00000127920	GNG11	protein_coding
ENSG00000127922	SEM1	protein_coding
ENSG00000127946	HIP1	protein_coding
ENSG00000127947	PTPN12	protein_coding
ENSG00000127948	POR	protein_coding
ENSG00000127951	FGL2	protein_coding
ENSG00000127952	STYXL1	protein_coding
ENSG00000127954	STEAP4	protein_coding
ENSG00000127955	GNAI1	protein_coding
ENSG00000127957	PMS2P3	transcribed_unprocessed_pseudogene
ENSG00000127980	PEX1	protein_coding
ENSG00000127989	MTERF1	protein_coding
ENSG00000127990	SGCE	protein_coding
ENSG00000127993	RBM48	protein_coding
ENSG00000127995	CASD1	protein_coding
ENSG00000128000	ZNF780B	protein_coding
ENSG00000128011	LRFN1	protein_coding
ENSG00000128016	ZFP36	protein_coding
ENSG00000128039	SRD5A3	protein_coding
ENSG00000128040	SPINK2	protein_coding
ENSG00000128045	RASL11B	protein_coding
ENSG00000128050	PAICS	protein_coding
ENSG00000128052	KDR	protein_coding
ENSG00000128059	PPAT	protein_coding
ENSG00000128159	TUBGCP6	protein_coding
ENSG00000128165	ADM2	protein_coding
ENSG00000128185	DGCR6L	protein_coding
ENSG00000128191	DGCR8	protein_coding
ENSG00000128203	ASPHD2	protein_coding
ENSG00000128218	VPREB3	protein_coding
ENSG00000128228	SDF2L1	protein_coding
ENSG00000128245	YWHAH	protein_coding
ENSG00000128253	RFPL2	protein_coding
ENSG00000128254	C22orf24	processed_transcript
ENSG00000128266	GNAZ	protein_coding
ENSG00000128268	MGAT3	protein_coding
ENSG00000128271	ADORA2A	protein_coding
ENSG00000128272	ATF4	protein_coding
ENSG00000128274	A4GALT	protein_coding
ENSG00000128283	CDC42EP1	protein_coding
ENSG00000128284	APOL3	protein_coding
ENSG00000128294	TPST2	protein_coding
ENSG00000128298	BAIAP2L2	protein_coding
ENSG00000128309	MPST	protein_coding
ENSG00000128311	TST	protein_coding
ENSG00000128335	APOL2	protein_coding
ENSG00000128340	RAC2	protein_coding
ENSG00000128342	LIF	protein_coding
ENSG00000128383	APOBEC3A	protein_coding
ENSG00000128394	APOBEC3F	protein_coding
ENSG00000128408	RIBC2	protein_coding
ENSG00000128422	KRT17	protein_coding
ENSG00000128438	TBC1D27P	transcribed_unprocessed_pseudogene
ENSG00000128463	EMC4	protein_coding
ENSG00000128482	RNF112	protein_coding
ENSG00000128487	SPECC1	protein_coding
ENSG00000128510	CPA4	protein_coding
ENSG00000128512	DOCK4	protein_coding
ENSG00000128513	POT1	protein_coding
ENSG00000128524	ATP6V1F	protein_coding
ENSG00000128534	LSM8	protein_coding
ENSG00000128536	CDHR3	protein_coding
ENSG00000128563	PRKRIP1	protein_coding
ENSG00000128564	VGF	protein_coding
ENSG00000128567	PODXL	protein_coding
ENSG00000128573	FOXP2	protein_coding
ENSG00000128578	STRIP2	protein_coding
ENSG00000128581	IFT22	protein_coding
ENSG00000128585	MKLN1	protein_coding
ENSG00000128590	DNAJB9	protein_coding
ENSG00000128591	FLNC	protein_coding
ENSG00000128594	LRRC4	protein_coding
ENSG00000128595	CALU	protein_coding
ENSG00000128596	CCDC136	protein_coding
ENSG00000128602	SMO	protein_coding
ENSG00000128604	IRF5	protein_coding
ENSG00000128607	KLHDC10	protein_coding
ENSG00000128609	NDUFA5	protein_coding
ENSG00000128626	MRPS12	protein_coding
ENSG00000128641	MYO1B	protein_coding
ENSG00000128645	HOXD1	protein_coding
ENSG00000128654	MTX2	protein_coding
ENSG00000128655	PDE11A	protein_coding
ENSG00000128656	CHN1	protein_coding
ENSG00000128683	GAD1	protein_coding
ENSG00000128692	EIF2S2P4	processed_pseudogene
ENSG00000128694	OSGEPL1	protein_coding
ENSG00000128699	ORMDL1	protein_coding
ENSG00000128708	HAT1	protein_coding
ENSG00000128731	HERC2	protein_coding
ENSG00000128739	SNRPN	protein_coding
ENSG00000128789	PSMG2	protein_coding
ENSG00000128791	TWSG1	protein_coding
ENSG00000128805	ARHGAP22	protein_coding
ENSG00000128815	WDFY4	protein_coding
ENSG00000128829	EIF2AK4	protein_coding
ENSG00000128833	MYO5C	protein_coding
ENSG00000128849	CGNL1	protein_coding
ENSG00000128872	TMOD2	protein_coding
ENSG00000128881	TTBK2	protein_coding
ENSG00000128886	ELL3	protein_coding
ENSG00000128891	CCDC32	protein_coding
ENSG00000128908	INO80	protein_coding
ENSG00000128915	ICE2	protein_coding
ENSG00000128917	DLL4	protein_coding
ENSG00000128918	ALDH1A2	protein_coding
ENSG00000128923	MINDY2	protein_coding
ENSG00000128928	IVD	protein_coding
ENSG00000128944	KNSTRN	protein_coding
ENSG00000128951	DUT	protein_coding
ENSG00000128965	CHAC1	protein_coding
ENSG00000128973	CLN6	protein_coding
ENSG00000128989	ARPP19	protein_coding
ENSG00000129003	VPS13C	protein_coding
ENSG00000129007	CALML4	protein_coding
ENSG00000129028	THAP10	protein_coding
ENSG00000129038	LOXL1	protein_coding
ENSG00000129048	ACKR4	protein_coding
ENSG00000129055	ANAPC13	protein_coding
ENSG00000129071	MBD4	protein_coding
ENSG00000129083	COPB1	protein_coding
ENSG00000129084	PSMA1	protein_coding
ENSG00000129103	SUMF2	protein_coding
ENSG00000129116	PALLD	protein_coding
ENSG00000129128	SPCS3	protein_coding
ENSG00000129158	SERGEF	protein_coding
ENSG00000129167	TPH1	protein_coding
ENSG00000129173	E2F8	protein_coding
ENSG00000129187	DCTD	protein_coding
ENSG00000129194	SOX15	protein_coding
ENSG00000129195	PIMREG	protein_coding
ENSG00000129197	RPAIN	protein_coding
ENSG00000129204	USP6	protein_coding
ENSG00000129219	PLD2	protein_coding
ENSG00000129226	CD68	protein_coding
ENSG00000129235	TXNDC17	protein_coding
ENSG00000129244	ATP1B2	protein_coding
ENSG00000129245	FXR2	protein_coding
ENSG00000129250	KIF1C	protein_coding
ENSG00000129255	MPDU1	protein_coding
ENSG00000129292	PHF20L1	protein_coding
ENSG00000129295	LRRC6	protein_coding
ENSG00000129315	CCNT1	protein_coding
ENSG00000129317	PUS7L	protein_coding
ENSG00000129347	KRI1	protein_coding
ENSG00000129351	ILF3	protein_coding
ENSG00000129353	SLC44A2	protein_coding
ENSG00000129354	AP1M2	protein_coding
ENSG00000129355	CDKN2D	protein_coding
ENSG00000129422	MTUS1	protein_coding
ENSG00000129437	KLK14	protein_coding
ENSG00000129450	SIGLEC9	protein_coding
ENSG00000129451	KLK10	protein_coding
ENSG00000129460	NGDN	protein_coding
ENSG00000129465	RIPK3	protein_coding
ENSG00000129467	ADCY4	protein_coding
ENSG00000129472	RAB2B	protein_coding
ENSG00000129473	BCL2L2	protein_coding
ENSG00000129474	AJUBA	protein_coding
ENSG00000129480	DTD2	protein_coding
ENSG00000129484	PARP2	protein_coding
ENSG00000129493	HEATR5A	protein_coding
ENSG00000129514	FOXA1	protein_coding
ENSG00000129515	SNX6	protein_coding
ENSG00000129518	EAPP	protein_coding
ENSG00000129521	EGLN3	protein_coding
ENSG00000129534	MIS18BP1	protein_coding
ENSG00000129535	NRL	protein_coding
ENSG00000129538	RNASE1	protein_coding
ENSG00000129559	NEDD8	protein_coding
ENSG00000129562	DAD1	protein_coding
ENSG00000129566	TEP1	protein_coding
ENSG00000129595	EPB41L4A	protein_coding
ENSG00000129596	CDO1	protein_coding
ENSG00000129625	REEP5	protein_coding
ENSG00000129636	ITFG1	protein_coding
ENSG00000129646	QRICH2	protein_coding
ENSG00000129654	FOXJ1	protein_coding
ENSG00000129657	SEC14L1	protein_coding
ENSG00000129667	RHBDF2	protein_coding
ENSG00000129675	ARHGEF6	protein_coding
ENSG00000129680	MAP7D3	protein_coding
ENSG00000129682	FGF13	protein_coding
ENSG00000129691	ASH2L	protein_coding
ENSG00000129696	TTI2	protein_coding
ENSG00000129749	CHRNA10	protein_coding
ENSG00000129757	CDKN1C	protein_coding
ENSG00000129810	SGO1	protein_coding
ENSG00000129824	RPS4Y1	protein_coding
ENSG00000129910	CDH15	protein_coding
ENSG00000129911	KLF16	protein_coding
ENSG00000129925	TMEM8A	protein_coding
ENSG00000129932	DOHH	protein_coding
ENSG00000129933	MAU2	protein_coding
ENSG00000129968	ABHD17A	protein_coding
ENSG00000129990	SYT5	protein_coding
ENSG00000129993	CBFA2T3	protein_coding
ENSG00000130005	GAMT	protein_coding
ENSG00000130021	PUDP	protein_coding
ENSG00000130023	ERMARD	protein_coding
ENSG00000130024	PHF10	protein_coding
ENSG00000130032	PRRG3	protein_coding
ENSG00000130035	GALNT8	protein_coding
ENSG00000130037	KCNA5	protein_coding
ENSG00000130038	CRACR2A	protein_coding
ENSG00000130045	NXNL2	protein_coding
ENSG00000130052	STARD8	protein_coding
ENSG00000130055	GDPD2	protein_coding
ENSG00000130066	SAT1	protein_coding
ENSG00000130119	GNL3L	protein_coding
ENSG00000130147	SH3BP4	protein_coding
ENSG00000130150	MOSPD2	protein_coding
ENSG00000130158	DOCK6	protein_coding
ENSG00000130159	ECSIT	protein_coding
ENSG00000130164	LDLR	protein_coding
ENSG00000130165	ELOF1	protein_coding
ENSG00000130175	PRKCSH	protein_coding
ENSG00000130176	CNN1	protein_coding
ENSG00000130177	CDC16	protein_coding
ENSG00000130182	ZSCAN10	protein_coding
ENSG00000130193	THEM6	protein_coding
ENSG00000130202	NECTIN2	protein_coding
ENSG00000130203	APOE	protein_coding
ENSG00000130204	TOMM40	protein_coding
ENSG00000130208	APOC1	protein_coding
ENSG00000130222	GADD45G	protein_coding
ENSG00000130226	DPP6	protein_coding
ENSG00000130227	XPO7	protein_coding
ENSG00000130244	FAM98C	protein_coding
ENSG00000130254	SAFB2	protein_coding
ENSG00000130255	RPL36	protein_coding
ENSG00000130270	ATP8B3	protein_coding
ENSG00000130299	GTPBP3	protein_coding
ENSG00000130300	PLVAP	protein_coding
ENSG00000130303	BST2	protein_coding
ENSG00000130304	SLC27A1	protein_coding
ENSG00000130305	NSUN5	protein_coding
ENSG00000130307	USHBP1	protein_coding
ENSG00000130309	COLGALT1	protein_coding
ENSG00000130311	DDA1	protein_coding
ENSG00000130312	MRPL34	protein_coding
ENSG00000130313	PGLS	protein_coding
ENSG00000130332	LSM7	protein_coding
ENSG00000130338	TULP4	protein_coding
ENSG00000130340	SNX9	protein_coding
ENSG00000130347	RTN4IP1	protein_coding
ENSG00000130348	QRSL1	protein_coding
ENSG00000130349	C6orf203	protein_coding
ENSG00000130363	RSPH3	protein_coding
ENSG00000130368	MAS1	protein_coding
ENSG00000130382	MLLT1	protein_coding
ENSG00000130396	AFDN	protein_coding
ENSG00000130402	ACTN4	protein_coding
ENSG00000130413	STK33	protein_coding
ENSG00000130414	NDUFA10	protein_coding
ENSG00000130429	ARPC1B	protein_coding
ENSG00000130449	ZSWIM6	protein_coding
ENSG00000130475	FCHO1	protein_coding
ENSG00000130479	MAP1S	protein_coding
ENSG00000130487	KLHDC7B	protein_coding
ENSG00000130489	SCO2	protein_coding
ENSG00000130508	PXDN	protein_coding
ENSG00000130511	SSBP4	protein_coding
ENSG00000130513	GDF15	protein_coding
ENSG00000130517	PGPEP1	protein_coding
ENSG00000130518	IQCN	protein_coding
ENSG00000130520	LSM4	protein_coding
ENSG00000130522	JUND	protein_coding
ENSG00000130529	TRPM4	protein_coding
ENSG00000130544	ZNF557	protein_coding
