	IVMTrt_A_1	IVMTrt_A_2	IVMTrt_A_3	IVMTrt_N_1	IVMTrt_N_2	IVMTrt_N_3	IVMctrl_N_1	IVMctrl_N_2	IVMctrl_N_3	Ctrl_A_1	Ctrl_A_2	Ctrl_A_3	Ctrl_N_1	Ctrl_N_2	Ctrl_N_3
ENSMUSG00000015222	2996.47	4353.187	3876.209	4010.781	4143.339	2366.946	4815.608	3834.025	4206.413	4109.185	2729.728	5253.635	2862.704	4229.577	4517
ENSMUSG00000015224	247	9	23	5	5	1	3	6	2	559.579	15	47	0	1	5
ENSMUSG00000015242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015243	792.01	310	508	74	742	595.271	68	503	79	1102.48	95.116	147	27	357	222
ENSMUSG00000015247	16	5	0	6	6	0	6	0	12	11	5	9	11	0	3
ENSMUSG00000015289	7	4	8	12	26	8	12	13	13	7	0	30	8	4	4
ENSMUSG00000015290	112	54.001	8	62	74	22	95.999	45	72	54	7	31	48	58	48.999
ENSMUSG00000015291	929.798	840.001	484	787.002	873	486	914.012	780	765.001	985.875	294	677.999	548.999	338.001	553.514
ENSMUSG00000015305	418.68	93	83.134	42	134	89.526	60	53	38	612.811	61.38	91	30.883	15	30
ENSMUSG00000015312	27	4	4	13	2	4	5	3	5	6	2	3	3	6	4
ENSMUSG00000015314	228	7	15	1	8.999	4	0	3	0	16	1	2	1	0	0
ENSMUSG00000015316	69	15	0	2	7	1	3	10	4	6	0	12	0	41.101	29.221
ENSMUSG00000015335	24	2	0	0	11	4	1	1	4	9	1	3	0	0	2
ENSMUSG00000015337	1.192	4.228	0	4.688	7.064	0	2.715	0	0	1.97	0	0	1.341	0	0
ENSMUSG00000015340	342.001	36	12	1	14	19	2	7	4	2	1	12	0	1	3
ENSMUSG00000015341	259	68	102	111.207	403.439	225.847	137.741	235.717	153.897	212.91	79	119.886	66	250.916	214.924
ENSMUSG00000015342	103	61	76	159	199	59.195	130	34	123	94	47	75	81	15	84
ENSMUSG00000015354	55	26	17	44	43	24	54	33	32	32	16	36	31	29	40
ENSMUSG00000015355	78	12	0	0	0	0	0	4	0	4	7	0	0	0	0
ENSMUSG00000015357	206	129	74	127	293.215	133.001	211	237	178.008	193	127	158	117	189	171
ENSMUSG00000015363	77	36	59	36	42	20	45	49	36	32	27	64	22	11	19
ENSMUSG00000015365	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0
ENSMUSG00000015377	262	269.961	323.999	392.605	575.784	529.581	340.96	574.999	230.692	119	135.692	276.641	188.462	216	239.934
ENSMUSG00000015396	100	14	34	10	5	7	6	9	4	16	10	11	4	1	0
ENSMUSG00000015401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015405	5	0	2	0	0	0	0	0	0	20	0	0	0	4	0
ENSMUSG00000015437	62	0	17	0	12	9	0	0	0	2	0	0	0	0	0
ENSMUSG00000015441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015451	36.832	18.72	3.141	23.536	53.395	47.075	19	61.158	14	6.346	10.005	14.734	11	66.93	32.723
ENSMUSG00000015452	5	3	0	0	0	2	1	1	0	2	0	0	0	1	0
ENSMUSG00000015461	71.311	18	16	49	41	52	34	58	21	29	4	42	14	11	15
ENSMUSG00000015467	3	0	0	2	2	0	2	0	2	2	0	8	1	1	2
ENSMUSG00000015468	17	7	10	8	23	5	5	4	2	13	6	10	3	0	1
ENSMUSG00000015474	36	37	34	24	28	7.593	30	11	23	39	23	17	21	5	23
ENSMUSG00000015476	83	180.688	167	151	79	146	109	99	85	126	84.002	130	80	36	77
ENSMUSG00000015478	45.574	27.224	69.568	8.612	14.582	14.463	27.999	10.103	19	32.85	2.534	13	14.663	4	0
ENSMUSG00000015484	5	0	3	0	0	2	2	2	2	44	8	10	4	0	1
ENSMUSG00000015488	177.001	159	138	197.001	229	123	198	158.001	111.999	83	71.086	94.001	82	99	68
ENSMUSG00000015501	1529.001	2525	2353	3467.914	2683.144	2077	3139.635	2821.696	2513.479	1046.001	1791.001	3491.494	1747.382	3429.382	2914.894
ENSMUSG00000015519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015522	445	514	375.999	518.998	700.999	595.719	561.089	699.999	504	349.999	338.782	512.224	341.532	614.004	530.001
ENSMUSG00000015533	57	33	3	29	84	46	34	59	24	23	1	26	20	75	30
ENSMUSG00000015536	208	123	79.001	133.001	102	95	194	182	169.999	183	35	155.001	107	145.001	104
ENSMUSG00000015542	19	7	16	15	3	16	13	10	14	11	1	9	7	7	6
ENSMUSG00000015568	30	36	70	32	24	32	32	36.001	50	20	24.999	42	31	5	16
ENSMUSG00000015575	155.001	134.001	96	106	398	117	165	207	119	183	84	146	76	343	310
ENSMUSG00000015579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015597	631	876.05	478	776	564.001	430	1015.536	616	842.122	780.001	596	1080.848	609.999	96	475
ENSMUSG00000015599	330	544.307	361	372	807.999	792.999	443.999	572	261.999	233	282.303	549	197	710.804	549
ENSMUSG00000015605	42.001	29	55	41	44	54	26.999	60.999	16	21	32	30	11	12	3
ENSMUSG00000015619	4	0	0	1	2	0	0	1	0	2	2	0	0	0	0
ENSMUSG00000015627	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015647	36	0	11	15	17	13	18	11	7	73	5	5	9	5	8
ENSMUSG00000015652	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
ENSMUSG00000015653	159	156	121	64	150	80	133	102	117.1	156	52	85	68.001	27	86
ENSMUSG00000015656	3908.135	1523.278	853.084	2341.599	3151.149	1150.713	2391.748	1292.589	2326.063	3235.316	381.765	1050.257	1536.105	724	768.762
ENSMUSG00000015659	264.463	258.74	219.922	288.813	225.594	160.617	377.956	176.227	271.554	300.34	172.857	306.117	177.942	173.64	209.21
ENSMUSG00000015665	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000015668	62	29	84	35	23	7	47	36	53.993	26	11	19	16	31	26
ENSMUSG00000015671	129	60	19	116	209	82	95.174	115	103	82	26	69	57	203	123
ENSMUSG00000015672	98	41	14.001	126	82	56	94	69	76	67.001	31	53	43.001	73.046	71
ENSMUSG00000015697	483.53	322.144	217	443.468	368.63	304.661	519.833	329.272	406.822	324.881	203.481	424.255	285.251	169.587	328.539
ENSMUSG00000015702	39	26	5	4	4	1	4	0	5	33	15	2	5	0	3
ENSMUSG00000015709	424.001	522.323	495.042	457.469	393.012	244	472.517	428	429.999	503.158	348.343	545.262	293.743	318.219	390.522
ENSMUSG00000015711	50	5	36	14	54.069	20	35	26	26	35	1	23	14	17	25
ENSMUSG00000015714	409	105.001	97.001	50	29	42	42	34	54	486.535	49	94.999	45.001	3	44
ENSMUSG00000015721	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015733	630.601	223	229	321	409.178	172	422.217	275.76	389.488	339	156.252	318	250	189	203.728
ENSMUSG00000015745	112.176	30.999	36	59	64	22.999	58	38	23	33.719	13	59	30.001	38	44
ENSMUSG00000015747	101.033	116	51	156	168	22	215	86	138	118	40	135	102	57	110
ENSMUSG00000015748	300	210	56	258.999	400	255.001	349.999	348.963	240.262	172.999	203	244.999	155.001	484.001	362.001
ENSMUSG00000015749	169	105	75.999	128	94	89	79	47	103	124	22	74	47	17	20
ENSMUSG00000015750	89.493	33.828	20	61.872	70.539	67.836	50.566	52.373	36.588	64.191	18.465	12.948	25	70.145	51.596
ENSMUSG00000015755	984	545.001	364.825	373	721.999	396	412.34	433	372	647.001	319.001	480.001	236	356	372
ENSMUSG00000015757	282.027	150.518	111.312	209.139	526.785	184.044	329.852	319.809	263.319	195.035	104.196	232.605	148.548	443.901	370.75
ENSMUSG00000015759	81	49	26	50	62	18	73	27.93	55	77	16	39.942	35	32	53
ENSMUSG00000015766	290.001	65.193	36	26	31	17	23	34	17	401.999	32	65	15	8	17
ENSMUSG00000015776	44	16	7	34	48	24	25	27	11	14	7	9	15	40.303	19
ENSMUSG00000015787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015790	52.007	23	92	20	23.001	16.001	31.001	44	20	28	21	25	16	22	17
ENSMUSG00000015804	116.999	86	51	74	190	145	93	128	73	78	21	89	48.026	126	93
ENSMUSG00000015806	106	7	56	17	44	27	15	10	10	189.987	12	24	13.001	2	6
ENSMUSG00000015812	4	3	0	2	0	0	3	2	6	4	1	0	1	1	1
ENSMUSG00000015829	2647.741	2402	1581.673	1604.831	1898	744.001	1716	1148.737	1331.764	10448.077	1030	1764	1057	597.64	1037
ENSMUSG00000015837	134.658	146.607	46.135	80.046	255.242	183	95.139	180.908	108.207	128.573	52	95.638	66.882	104.346	57.894
ENSMUSG00000015839	362	63	67	8	34	69	5	28	4	190	4	31	4	12	17
ENSMUSG00000015843	4	1	1	3	1	0	3	1	10	10	0	2	0	0	0
ENSMUSG00000015846	82	53	84	38	144	93.001	27	33	28	72	1	65.36	28	16	19
ENSMUSG00000015850	114.001	31	16	13	119.477	121	12	88	7	81	28	17	6	82.999	55
ENSMUSG00000015852	44	90	7	0	4	8	2	7	1	58	18	40	0	2	20
ENSMUSG00000015854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015869	124.001	82.35	46	95.001	60.999	51	98.001	95.999	76.311	152.086	40	82.001	47	37	61
ENSMUSG00000015879	142.942	94.813	174.167	82.326	233.741	116.188	130.764	109.017	105.773	184	102.725	136.147	95.568	164.249	88.389
ENSMUSG00000015880	88.525	36.078	34	24.325	37.278	24	40.293	30.586	15	35.721	19.068	20.033	8	22.27	27
ENSMUSG00000015882	796.477	468.922	260	325.676	333.723	218	561.708	404.014	493	843.408	306.932	719.968	298.405	95.73	263.998
ENSMUSG00000015889	261	51	111.001	136.001	131	107	148	104.001	125.001	204	134	126.999	97	56	103
ENSMUSG00000015890	0	0	0	0	23	1	0	11	1	0	0	0	0	11	6
ENSMUSG00000015932	176.084	92	46	98	228	96	148	125	143	195.466	38	79	85	131	94
ENSMUSG00000015937	272.593	112.966	288	144.7	212.452	156.304	148.911	186	121.435	185.034	162	156.65	106.808	63.721	125.287
ENSMUSG00000015942	38.029	11	9	33	22	11	45	33	39	27	16	36	11.039	23	27
ENSMUSG00000015943	11	4	0	3	12	24	3	5	9	10	0	0	2	6	1
ENSMUSG00000015944	137	227	173	181.66	195	82	172	181	146	197.453	154	149	86	77	94
ENSMUSG00000015947	104	8	24	4	25	7	2	3	3	13	1	2	1	0	0
ENSMUSG00000015950	441.07	36	51	11	18	32	1	55	6	45	23	12	8	6	14
ENSMUSG00000015957	0	0	0	1	1	0	2	2	0	0	0	0	0	3.212	0
ENSMUSG00000015961	273	258	245.001	395.001	348	202.999	518.918	263	441.684	211.999	128.001	414.911	265	171.999	322.001
ENSMUSG00000015962	0	0	0	0	1	0	1	1	0	3	0	0	1	1	1
ENSMUSG00000015966	33	38	41.338	23	40	9	28	27.001	29	38.001	8	22	11	52	18
ENSMUSG00000015968	843.009	1511.155	1303.882	1306.459	965.55	876.378	1304.545	1008.795	973.287	404.759	939.548	1405.971	728.223	560.955	775.19
ENSMUSG00000015970	91.991	47.157	88.49	40.519	47.45	22.621	53.005	34.951	24.269	125.241	27.037	69.582	24.54	85.993	22.806
ENSMUSG00000015971	292	261.001	336.662	290.999	195	218.739	329	254.999	259.012	261.084	195	253.001	168	208.297	168
ENSMUSG00000015980	15	12	16.017	18.999	22	3	19.001	14	12	18	1	24	11	6	27
ENSMUSG00000015981	54	72	52	63	71	65	41	49	48	21	54	48	41	38.04	29
ENSMUSG00000015994	66.999	64	21	52	52.999	25	62	35	57	80.001	12	64	27.999	40	54.336
ENSMUSG00000016018	315.816	152.955	101	246.449	267.847	175	269.545	220.001	227.772	240.871	80.029	152.594	125.875	250.898	216
ENSMUSG00000016024	6	0	0	0	0	26	0	3	0	7	0	2	1	1	2
ENSMUSG00000016028	46	1	50	2	14	12	2	0	1	70	7	4	5	1	0
ENSMUSG00000016087	117	24	25	1	5	15	1	6	0	27	19	7	0	1	1
ENSMUSG00000016128	242	78	76	17	72	39	30	38	14	474	49	59	14	13	32
ENSMUSG00000016150	273.372	428.516	331	383.332	350.11	135.699	486.973	314.129	398.519	236.618	239	417.495	303.065	95.172	242.349
ENSMUSG00000016179	18	54	4	62	24	5	46	24	15	20	65	74	32	12.001	36
ENSMUSG00000016181	166.001	123.999	83	191	254.001	103	180	210.001	129.999	112.257	88	166.999	82.999	212.001	235
ENSMUSG00000016194	60	3	3	10	44	18	11	18	5	33	2	8	7.23	27	25
ENSMUSG00000016200	305	594.999	461.483	650.005	645.878	289	894.001	807	721	249	345	792	397	1393.999	1187.025
ENSMUSG00000016206	61	0	22	5	2	9	8	4	2	3	0	4	5	2	9
ENSMUSG00000016239	149.918	39	49	24	97	90	23	126	23	93	19	37	19	430.402	144
ENSMUSG00000016252	41	11	17	23	52	9	32	31	29	12.999	16	27	23	8	8
ENSMUSG00000016253	45	43	16	58	49	46	36	62	43	48	40.32	26.999	32	20	29
ENSMUSG00000016255	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000016256	251	44	145	17	42	6	14	32	6	58	6	26	9	2	11
ENSMUSG00000016257	109	19	75	40	30	20	37	30	29	64	11	25	24	9	9
ENSMUSG00000016262	26	10	12	58	9	5	57	28	49	45	6	31	29	9	8
ENSMUSG00000016283	26	0	0	0	0	0	1	6	0	0	0	0	0	0	0
ENSMUSG00000016308	43.999	14	4	26	39	11	28	26	26	17	1	19	16	18.999	19
ENSMUSG00000016319	131.616	53	17	70	71	23	56.999	22	63	125	7	43	42	9	22
ENSMUSG00000016327	9	12	2	0	20	5	2	6	0	1	0	0	1	1	3
ENSMUSG00000016344	18.615	9	2	13	10	6	4	4	5	12	11	5	8	4	6
ENSMUSG00000016346	640	3416.612	3005.024	2719.136	3231.796	1955.76	2466.157	3001	2059	455	1819.001	2571.776	1314.816	1212.999	1767.968
ENSMUSG00000016349	140	228	105	252	215	72	180	142	190	153	70	118	122	83	100
ENSMUSG00000016356	43.999	56	43	50	112	133	40	147	20	36	27.072	29	19	169.001	59
ENSMUSG00000016382	146	115	37	133	85	15	185	68	177	210	78	88	106	69.094	109
ENSMUSG00000016386	43	61	54	60	40	15	68	40	68.999	100	60	97	49.999	12	32
ENSMUSG00000016409	135	89	65	96	177	71	147	117	128	118	52	119	79	190	103
ENSMUSG00000016427	18	9	0	14	24	2	18	3	9	30	2	7	6	3	4
ENSMUSG00000016458	0	0	0	1	0	0	3	0	0	0	0	0	0	1	0
ENSMUSG00000016477	76	66	13	57	27	9	64	61	60	75	31	91	39	6	22
ENSMUSG00000016481	503.001	417.727	466	355.001	398.062	196	526.997	339.102	432.999	407.998	326	417	273.135	259	321
ENSMUSG00000016487	465.515	236.001	288.999	231	151	183.001	384.243	237.336	287	1316.409	156.999	331.002	126.134	74.264	184
ENSMUSG00000016493	282.954	415.741	187.327	397.481	520.396	196.127	698.588	426.459	526.03	347.681	250.002	604.527	304.869	731.476	708.787
ENSMUSG00000016494	85.864	121.713	51	182.732	76.999	159.799	217.064	121.612	195.821	60.001	78	195.252	127.626	29	81
ENSMUSG00000016495	228.999	50	25	74	57	62	70	74.001	63	85	30	80.001	57	42	80
ENSMUSG00000016496	802.156	75	186.847	18	105	125.456	4	76.317	3.684	27	9	6	4.562	83	101
ENSMUSG00000016498	10	0	0	0	0	0	0	2	0	0	0	0	0	4	0
ENSMUSG00000016503	83.787	31.034	41.58	32.167	68.775	39.591	41.867	59.045	34.788	43.661	15.621	21.836	26.549	4.16	14.819
ENSMUSG00000016510	89.213	77.966	83.419	62.834	40.226	26.409	62.133	48.955	52.212	71.34	30.379	28.164	32.451	14.84	25.182
ENSMUSG00000016520	50	7	37	10	4	8	8	4	12	18	5	11	5	11	3
ENSMUSG00000016524	0	2	0	0	0	7	0	1	0	0	0	0	0	4	0
ENSMUSG00000016526	7	57	28	23	65	54	13	67	20	6	15	2	10	128.52	57
ENSMUSG00000016528	165.634	38	32	55	223	146	34	106	37	74	8	32	22	147.538	65
ENSMUSG00000016529	4	0	0	0	23.009	5	0	7	0	0	0	5	0	19	11
ENSMUSG00000016534	1412	653.001	613	474	921.718	320.33	590.999	653.76	449.001	1150.498	432	537	334	521.152	708.001
ENSMUSG00000016541	164	58	190	143	139	80	168.623	90	142	185.318	70	107	108	72	85
ENSMUSG00000016552	109.001	60	5	51	85.001	49.001	52	55	46	75	56	68	42	34	40
ENSMUSG00000016554	93.265	23.274	98.821	77.325	89.183	72.706	53.474	76.974	41.392	75.342	16.221	38.678	34.256	51.877	51.549
ENSMUSG00000016559	213.573	53	91	102	188.999	89	65	173	62.999	159.974	38	67	69	99	81
ENSMUSG00000016619	204	104	53	123	162	150	130	155	123	112	68.378	69	73	119	103
ENSMUSG00000016624	38	24	36	78	65	18	63	53	48	73	24	51	51	29	40
ENSMUSG00000016626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000016637	26	13	35	17	32	25	16	30	12	14	6	13	9	34	24
ENSMUSG00000016664	394.206	181	406	156.001	286.999	294	146.999	210.999	116	151.001	60	198	101.001	101	192.999
ENSMUSG00000016756	201	34	26	13	31	17	7	13	7	22	10	15	3	15	6
ENSMUSG00000016757	47	5	6.41	20	20	5	28	33	23	25	8	10	10	3	5
ENSMUSG00000016758	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000016763	63	319.999	183.001	553	130.001	45.001	416.001	282	347.179	66	499	566.851	312	81	391
ENSMUSG00000016831	467.357	229.732	219.202	323.574	529.12	266.806	354.977	582.353	275.409	345.078	185.589	325.64	167.808	723.616	465.227
ENSMUSG00000016833	9	5	0	14	28.111	12	6.001	16	12	6	2	6	5	12	6
ENSMUSG00000016918	53	145	42	84	185.001	69	86	206	89	214	70	68	71	78.999	75
ENSMUSG00000016921	643	405	304	481	393.616	220	637.613	468	494	617.117	247.001	546	319	213	372
ENSMUSG00000016933	574.677	402.001	498.783	455	379.189	293.001	389.297	461.092	342.176	426	196.553	426.303	224	109.916	252.679
ENSMUSG00000016940	49	11	22	65	66.999	18	40	50.001	30.001	31	6	39	27	23	26
ENSMUSG00000016942	9	1	0	4	1	2	2	15	1	1	7	1	2	8	1
ENSMUSG00000016946	47	24.999	36	16	51	33	21	23	18	38	5	22	4	22	24
ENSMUSG00000016982	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000016984	113	36	43	78	63	20	98	89	64	65	60	59	40	102	65
ENSMUSG00000016995	151.693	29	2	2	5	8	1	1	7	613.657	3	14	1	8	11
ENSMUSG00000016998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017002	12	0	0	0	0	0	0	0	1	9	0	0	0	0	0
ENSMUSG00000017003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000017004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017007	21	5	15	0	1	2	0	0	0	96.343	2	3	0	0	0
ENSMUSG00000017009	98	15	66	4	3	7	1	6	1	127	14	13	1	0	3
ENSMUSG00000017049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017057	56	4	2	3	7	4	0	9	0	8	4	11	3	5	1
ENSMUSG00000017064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017119	624	364	262.999	403.433	743.001	334.001	435.865	577.001	387.918	570	207	372	232.001	535.998	493
ENSMUSG00000017132	297.291	206	260	260	336	358	173.007	361	154	190	172	210	132	119	140.999
ENSMUSG00000017144	109	34	28	50.999	59	27	71	53.999	49	84	46	73	39	20	29
ENSMUSG00000017146	110	23	3	8	43	12	10	38	5	50	7	7	2	52	24
ENSMUSG00000017165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017167	152	358	465	377	299.411	189.992	278	315	207	122	191	342	181	57	263
ENSMUSG00000017176	31	53	50.001	45.999	86.999	30	44	88.001	40	49	11	56.001	27	92	74
ENSMUSG00000017188	25	33	9	20	27	1	23	5	20	24	6	13	13	6	4
ENSMUSG00000017195	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000017204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017210	142	197.999	217.003	178.999	179	174.001	142	181.001	111	97	111	189.001	139.998	61.999	75
ENSMUSG00000017211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017221	193	104	74.999	164	263.999	104.497	113	179	117.001	114.999	50	109.999	90.999	116.999	110
ENSMUSG00000017264	271	206.999	90	177	229.999	246	164.999	222	139	179.999	98	151	108.001	155	155
ENSMUSG00000017286	46	22	11.16	52.457	19	15.157	34	27.592	31	66	11.574	35	40.025	13.046	17
ENSMUSG00000017288	247	138	217.705	197.001	190	64	205.001	143.999	189	185.001	116.49	261.001	158.998	128	139.229
ENSMUSG00000017291	1785	1477	1191.387	1313.851	1270	606.261	1767	1000	1536.124	1608.831	730.002	1464.975	892	875.863	947
ENSMUSG00000017299	59	31	92	39.001	91.206	101	53	54	43	38	24	39	29	106	51
ENSMUSG00000017300	0	0	0	0	3	1	0	0	0	1	0	1	0	0	0
ENSMUSG00000017307	43.355	19.297	11.054	35.663	53.51	28.246	21.688	61.348	14.867	25.727	22.392	21.39	11.031	32.979	24.631
ENSMUSG00000017309	2	1	0	5	0	1	6	3	4	1	7	12	3	3	2
ENSMUSG00000017310	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0
ENSMUSG00000017311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017314	39	84	111	79	64	87	86	95	60	77	55	94	49	32	46.001
ENSMUSG00000017316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017344	64.287	26	24	1	9	4	0	3	0	108	11	11	0	10	5
ENSMUSG00000017376	370	830	361	777.889	605.893	218	921.197	533.828	798.637	451.054	516.516	1011	464.802	443.999	625
ENSMUSG00000017386	53	17	17	24	104	117	19	110	16	152	18	23	11	136	63
ENSMUSG00000017390	475.999	162	93	101	63	72.586	80	25	69	1346.932	72	165	61	5	35
ENSMUSG00000017400	62	102	54	48	89	106	52	52	31	28	31	49	52	3	20
ENSMUSG00000017404	274.31	91.904	104.991	99.921	200.493	103.197	92.87	134.917	90.906	119.618	18.884	28.836	71.453	84.41	48.445
ENSMUSG00000017405	42	0	43	2	143.001	82	0	45	0	32.016	1	11	1	55.999	7
ENSMUSG00000017412	980.321	1158.507	895.552	1710.837	866.334	491.314	2166.383	1200.513	2218.928	923.556	590.282	1452.409	1072.582	834.254	1199.137
ENSMUSG00000017417	55	44.001	59	78	34	36	86	52	65.993	40	27	68	57	31	39
ENSMUSG00000017418	208.68	159.004	111	262	315	108	291.224	226	246.375	206	55	188.135	125	223	212
ENSMUSG00000017421	1972.001	1231.001	965	1340.963	2943.946	1593.001	1859.02	2117.999	1368.71	1322	721.001	1425.999	940	2522.491	2204
ENSMUSG00000017428	432.238	268.639	276.373	224.697	317.856	126.093	326.359	250.122	255.939	202.605	108.931	237.056	112.799	165.624	234.651
ENSMUSG00000017446	3	48	0	3	0	0	4	5	0	10	1	0	2	0	0
ENSMUSG00000017453	7	0	1	1	0	3	0	3	3	6	0	0	0	2	1
ENSMUSG00000017466	265	273	159	108	274	76	118	78	89	359	84	176	112	9	41
ENSMUSG00000017478	319.997	218.001	433	215.999	402	403.182	153	344	139	172	99	206.001	111.999	242	193
ENSMUSG00000017485	760.9	387.848	321.099	555.163	820	538.001	973.518	643.378	842.371	980.397	305.421	697.385	443.631	836.281	848.322
ENSMUSG00000017491	31.099	27.153	26.901	16.838	13	13	26.506	11.622	19.629	45.602	11.58	12.614	35.369	4.077	32.857
ENSMUSG00000017493	10	71	43	56.265	67.001	32	40	43	35.223	14	2	55	30	2	13
ENSMUSG00000017499	15	7	0	3	9	14	10	16	4	3	10	4	4	21	2
ENSMUSG00000017548	283.999	99	43	162	144	84	196	115	190	214.999	90	171	91	112	100
ENSMUSG00000017550	273	112	95	115	122	97	152	110	135	161	75	113	99	77	99
ENSMUSG00000017561	207.173	33	23	20	35	12.999	24	39	15	160.999	5	61	18	7	15
ENSMUSG00000017588	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0
ENSMUSG00000017607	14	0	0	0	9	8	1	5	0	3	1	2	2	2	3
ENSMUSG00000017615	196	152	178	111	178	84	128	107	96	188	34	102	62	88	61
ENSMUSG00000017631	1280.716	837.193	717.001	743.997	768	617.338	618.851	769.999	588.693	741	557.999	833.073	501	637.763	651.704
ENSMUSG00000017639	350	305	402	380.282	521	337	270	328	279	255.705	121	252	207	113.137	213
ENSMUSG00000017652	53.001	1	4	0	3	2	0	5	0	3	0	0	0	2	0
ENSMUSG00000017664	24	13	45.829	39	36	18	25.001	28	18	20	6	24	14	9	23
ENSMUSG00000017667	211	199	116	184	764.555	492	183	496	172	160	118	179	99	740	417
ENSMUSG00000017670	229	210.001	129	221	248	245.998	204	261.999	167.354	304	139	241.999	165.411	380	235
ENSMUSG00000017677	784.999	289.726	250	455.001	317.789	208.001	585.195	435	449	535	265	415	313	65.999	245.001
ENSMUSG00000017679	228	166	93	177	243.025	149.001	229.001	203.001	188.001	163.248	143	139.001	119	272	176
ENSMUSG00000017686	267.001	199.001	207.999	226	221.861	70.001	278.991	169.001	185.027	321	191	232.999	174	181	196.001
ENSMUSG00000017688	0	0	0	0	2	0	0	1	0	0	0	0	1	1	1
ENSMUSG00000017692	16	12	8	19	14	11	8	27	9	15	2	14	13	23	17
ENSMUSG00000017697	43	30	26	49	33	20	24	42	25	10	29	41	12	29	46
ENSMUSG00000017707	1306.979	449.913	350.264	417	904	487	544.998	570	440.618	543.77	194	368	278	707.867	693.001
ENSMUSG00000017713	11	14	1	7	4	4	8.756	0	8	3	5.83	18	6	1	1
ENSMUSG00000017715	177	135	136.45	86	190	195	69	153.999	40	57	88.001	54	43	140	100
ENSMUSG00000017716	50	16	6	0	32	12	1	24	3	17	1	2	1	22	14
ENSMUSG00000017718	7.038	2	1	2.107	0	3	2	4	1	3	2	10	3	0.998	2
ENSMUSG00000017720	0	18	0	1	10	1	1	4	2	0	0	1	1	1	4
ENSMUSG00000017721	308	116	160	169	124.999	79	119	124	114.001	295.732	96	150.999	101	75	87
ENSMUSG00000017723	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000017724	22	11	6	11	27	16	3	28	5	54.001	4	2	4	18	3
ENSMUSG00000017733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017734	414	247	276	263	399	207	342	287	268	504	175	224	158	418	276
ENSMUSG00000017737	1	1	0	0	0	1	1	2	1	2	1	0	0	0	0
ENSMUSG00000017740	378	633	652	861	398.999	406.126	618	603	576.999	179.001	442	744.802	474.999	249.999	453.896
ENSMUSG00000017747	23	1	1	7	7	2	8	10	14	20	1	4	5	1	4
ENSMUSG00000017754	17.673	1	28.516	1	12.472	3	0	4.25	3	25.721	3.486	3.205	1	0	2
ENSMUSG00000017756	54	6	6	0	3	7.001	1	3	1	98	6	7.001	0	5	5
ENSMUSG00000017760	390.326	185.001	130.485	129.819	134.529	167	93.001	122.75	80	213.125	58.515	97.795	58.962	30	51
ENSMUSG00000017764	33	8	6.233	25.467	32	18.032	26	14	12	28	21	6	12	20	12
ENSMUSG00000017765	107.053	21	54	17	52	75.001	10	30	7	158	6	30	3	0	3
